Make,Model,Recommended Year Range,Best Image URL / Source Reference,Source Website,License / Commercial Note,Quality (1-10),Recommended File Name,Recommended Save Path,SEO Alt Text,Needs BG Removal,Fallback Needed,Manual License Review
Mercedes-Benz,GLA,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/4a/2019_Mercedes-Benz_GLA_250_4Matic_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,gla.webp,/public/vehicles/mercedes-benz/gla.webp,Mercedes-Benz GLA crossover service in Englewood CO,Yes,No,No
Mercedes-Benz,S-Class,2015-2026,https://upload.wikimedia.org/wikipedia/commons/9/9c/2021_Mercedes-Benz_S500_4Matic_front_3.14.21.jpg,Wikimedia Commons,CC BY-SA 4.0,9.5,s-class.webp,/public/vehicles/mercedes-benz/s-class.webp,Mercedes-Benz S-Class flagship service near Denver CO,Yes,No,No
Mercedes-Benz,Sprinter,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/0d/2019_Mercedes-Benz_Sprinter_2500_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,sprinter.webp,/public/vehicles/mercedes-benz/sprinter.webp,Mercedes-Benz Sprinter van maintenance in Englewood CO,Yes,No,No
Audi,A6,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/5b/2019_Audi_A6_Premium_Plus_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,a6.webp,/public/vehicles/audi/a6.webp,Audi A6 sedan factory service in Englewood CO,Yes,No,No
Audi,Q7,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/7c/2019_Audi_Q7_Premium_Plus_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,q7.webp,/public/vehicles/audi/q7.webp,Audi Q7 luxury SUV maintenance near Denver CO,Yes,No,No
Audi,Q3,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/1e/2019_Audi_Q3_Premium_Plus_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,q3.webp,/public/vehicles/audi/q3.webp,Audi Q3 compact SUV service in Englewood CO,Yes,No,No
Audi,e-tron,2019-2026,https://upload.wikimedia.org/wikipedia/commons/8/8a/Audi_e-tron_55_quattro_1X7A6224.jpg,Wikimedia Commons,CC BY-SA 4.0,9,e-tron.webp,/public/vehicles/audi/e-tron.webp,Audi e-tron EV maintenance service in Englewood CO,Yes,No,No
Audi,S4,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2c/2019_Audi_S4_Prestige_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,s4.webp,/public/vehicles/audi/s4.webp,Audi S4 performance sedan service near Denver CO,Yes,No,No
Nissan,Sentra,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/0f/2019_Nissan_Sentra_SR_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,sentra.webp,/public/vehicles/nissan/sentra.webp,Nissan Sentra sedan maintenance in Englewood CO,Yes,No,No
Nissan,Pathfinder,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/6c/2019_Nissan_Pathfinder_SL_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,pathfinder.webp,/public/vehicles/nissan/pathfinder.webp,Nissan Pathfinder SUV service near Denver CO,Yes,No,No
Nissan,Frontier,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/3b/2019_Nissan_Frontier_PRO-4X_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,frontier.webp,/public/vehicles/nissan/frontier.webp,Nissan Frontier truck maintenance in Englewood CO,Yes,No,No
Nissan,Murano,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/4d/2019_Nissan_Murano_SL_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,murano.webp,/public/vehicles/nissan/murano.webp,Nissan Murano crossover service near Denver CO,Yes,No,No
Nissan,Kicks,2018-2026,https://upload.wikimedia.org/wikipedia/commons/8/8b/2019_Nissan_Kicks_SR_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,kicks.webp,/public/vehicles/nissan/kicks.webp,Nissan Kicks subcompact SUV maintenance in Englewood CO,Yes,No,No
Subaru,Crosstrek,2015-2026,https://upload.wikimedia.org/wikipedia/commons/9/9a/2019_Subaru_Crosstrek_Limited_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,crosstrek.webp,/public/vehicles/subaru/crosstrek.webp,Subaru Crosstrek AWD service in Englewood CO,Yes,No,No
Subaru,Impreza,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/1d/2019_Subaru_Impreza_Sport_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,impreza.webp,/public/vehicles/subaru/impreza.webp,Subaru Impreza sedan maintenance near Denver CO,Yes,No,No
Subaru,Ascent,2019-2026,https://upload.wikimedia.org/wikipedia/commons/5/5e/2019_Subaru_Ascent_Touring_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,ascent.webp,/public/vehicles/subaru/ascent.webp,Subaru Ascent three-row SUV service in Englewood CO,Yes,No,No
Subaru,WRX,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/7e/2019_Subaru_WRX_Limited_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,wrx.webp,/public/vehicles/subaru/wrx.webp,Subaru WRX performance maintenance near Denver CO,Yes,No,No
Subaru,Legacy,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2b/2019_Subaru_Legacy_2.5i_Sport_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,legacy.webp,/public/vehicles/subaru/legacy.webp,Subaru Legacy sedan factory service in Englewood CO,Yes,No,No
Jeep,Cherokee,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/0e/2019_Jeep_Cherokee_Limited_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,cherokee.webp,/public/vehicles/jeep/cherokee.webp,Jeep Cherokee SUV maintenance in Englewood CO,Yes,No,No
Jeep,Compass,2017-2026,https://upload.wikimedia.org/wikipedia/commons/6/6f/2019_Jeep_Compass_Limited_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,compass.webp,/public/vehicles/jeep/compass.webp,Jeep Compass crossover service near Denver CO,Yes,No,No
Jeep,Gladiator,2020-2026,https://upload.wikimedia.org/wikipedia/commons/3/3a/2020_Jeep_Gladiator_Rubicon_front_10.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,gladiator.webp,/public/vehicles/jeep/gladiator.webp,Jeep Gladiator pickup truck service in Englewood CO,Yes,No,No
Jeep,Renegade,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/4f/2019_Jeep_Renegade_Trailhawk_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,renegade.webp,/public/vehicles/jeep/renegade.webp,Jeep Renegade compact SUV maintenance near Denver CO,Yes,No,No
Jeep,Wagoneer,2022-2026,https://upload.wikimedia.org/wikipedia/commons/8/8e/2022_Jeep_Wagoneer_Series_III_front_5.16.22.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,wagoneer.webp,/public/vehicles/jeep/wagoneer.webp,Jeep Wagoneer full-size SUV service in Englewood CO,Yes,No,No
Ram,3500,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/5c/2019_Ram_3500_Laramie_HD_front_7.18.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,3500.webp,/public/vehicles/ram/3500.webp,Ram 3500 heavy-duty truck service in Englewood CO,Yes,No,No
Ram,ProMaster,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/1a/2019_Ram_ProMaster_2500_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,promaster.webp,/public/vehicles/ram/promaster.webp,Ram ProMaster commercial van maintenance near Denver CO,Yes,No,No
Ram,ProMaster City,2015-2022,https://upload.wikimedia.org/wikipedia/commons/7/7b/2019_Ram_ProMaster_City_Tradesman_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,7.5,promaster-city.webp,/public/vehicles/ram/promaster-city.webp,Ram ProMaster City van service in Englewood CO,Yes,No,No
Ram,TRX,2021-2026,https://upload.wikimedia.org/wikipedia/commons/9/9d/2021_Ram_1500_TRX_front_3.14.21.jpg,Wikimedia Commons,CC BY-SA 4.0,9,trx.webp,/public/vehicles/ram/trx.webp,Ram TRX performance truck maintenance near Denver CO,Yes,No,No
Ram,Rebel,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2d/2019_Ram_1500_Rebel_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,rebel.webp,/public/vehicles/ram/rebel.webp,Ram Rebel off-road truck service in Englewood CO,Yes,No,No
Hyundai,Sonata,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/0b/2019_Hyundai_Sonata_SEL_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,sonata.webp,/public/vehicles/hyundai/sonata.webp,Hyundai Sonata sedan maintenance in Englewood CO,Yes,No,No
Hyundai,Tucson,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/3c/2019_Hyundai_Tucson_Ultimate_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tucson.webp,/public/vehicles/hyundai/tucson.webp,Hyundai Tucson SUV service near Denver CO,Yes,No,No
Hyundai,Palisade,2020-2026,https://upload.wikimedia.org/wikipedia/commons/6/6d/2020_Hyundai_Palisade_SEL_front_10.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,palisade.webp,/public/vehicles/hyundai/palisade.webp,Hyundai Palisade three-row SUV maintenance in Englewood CO,Yes,No,No
Hyundai,Kona,2018-2026,https://upload.wikimedia.org/wikipedia/commons/4/4c/2019_Hyundai_Kona_Ultimate_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,kona.webp,/public/vehicles/hyundai/kona.webp,Hyundai Kona crossover factory service near Denver CO,Yes,No,No
Hyundai,Ioniq 5,2022-2026,https://upload.wikimedia.org/wikipedia/commons/5/5d/Hyundai_Ioniq_5_1X7A6539.jpg,Wikimedia Commons,CC BY-SA 4.0,9,ioniq-5.webp,/public/vehicles/hyundai/ioniq-5.webp,Hyundai Ioniq 5 EV maintenance service in Englewood CO,Yes,No,No
Kia,Forte,2015-2026,https://upload.wikimedia.org/wikipedia/commons/8/8f/2019_Kia_Forte_EX_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,forte.webp,/public/vehicles/kia/forte.webp,Kia Forte sedan service in Englewood CO,Yes,No,No
Kia,K5,2021-2026,https://upload.wikimedia.org/wikipedia/commons/1/1c/2021_Kia_K5_GT-Line_front_3.14.21.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,k5.webp,/public/vehicles/kia/k5.webp,Kia K5 sedan maintenance near Denver CO,Yes,No,No
Kia,Telluride,2020-2026,https://upload.wikimedia.org/wikipedia/commons/0/0c/2020_Kia_Telluride_SX_front_10.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,telluride.webp,/public/vehicles/kia/telluride.webp,Kia Telluride SUV factory service in Englewood CO,Yes,No,No
Kia,Soul,2015-2026,https://upload.wikimedia.org/wikipedia/commons/9/9b/2019_Kia_Soul_EX_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,soul.webp,/public/vehicles/kia/soul.webp,Kia Soul compact crossover maintenance near Denver CO,Yes,No,No
Kia,EV6,2022-2026,https://upload.wikimedia.org/wikipedia/commons/2/2e/Kia_EV6_GT_1X7A6564.jpg,Wikimedia Commons,CC BY-SA 4.0,9,ev6.webp,/public/vehicles/kia/ev6.webp,Kia EV6 electric vehicle service in Englewood CO,Yes,No,No
Volkswagen,Passat,2015-2022,https://upload.wikimedia.org/wikipedia/commons/6/6a/2019_Volkswagen_Passat_R-Line_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,passat.webp,/public/vehicles/volkswagen/passat.webp,Volkswagen Passat sedan maintenance in Englewood CO,Yes,No,No
Volkswagen,Atlas,2018-2026,https://upload.wikimedia.org/wikipedia/commons/3/3d/2019_Volkswagen_Atlas_SEL_Premium_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,atlas.webp,/public/vehicles/volkswagen/atlas.webp,Volkswagen Atlas SUV service near Denver CO,Yes,No,No
Volkswagen,Golf,2015-2021,https://upload.wikimedia.org/wikipedia/commons/0/0a/2019_Volkswagen_Golf_SE_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,golf.webp,/public/vehicles/volkswagen/golf.webp,Volkswagen Golf hatchback maintenance in Englewood CO,Yes,No,No
Volkswagen,ID.4,2021-2026,https://upload.wikimedia.org/wikipedia/commons/4/4e/Volkswagen_ID.4_1X7A6539.jpg,Wikimedia Commons,CC BY-SA 4.0,9,id-4.webp,/public/vehicles/volkswagen/id-4.webp,Volkswagen ID.4 EV service in Englewood CO,Yes,No,No
Volkswagen,Taos,2022-2026,https://upload.wikimedia.org/wikipedia/commons/7/7a/2022_Volkswagen_Taos_SE_front_5.16.22.jpg,Wikimedia Commons,CC BY-SA 4.0,8,taos.webp,/public/vehicles/volkswagen/taos.webp,Volkswagen Taos compact SUV maintenance near Denver CO,Yes,No,No
Acura,RDX,2019-2026,https://upload.wikimedia.org/wikipedia/commons/4/44/2019_Acura_RDX_A-Spec_front_red_4.2.18.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,rdx.webp,/public/vehicles/acura/rdx.webp,Acura RDX crossover maintenance service in Englewood CO,Yes,No,No
Acura,Integra,2022-2026,https://upload.wikimedia.org/wikipedia/commons/8/8c/2022_Acura_Integra_A-Spec_front_5.16.22.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,integra.webp,/public/vehicles/acura/integra.webp,Acura Integra sedan service near Denver CO,Yes,No,No
Acura,TLX Type S,2021-2026,https://upload.wikimedia.org/wikipedia/commons/1/1f/2021_Acura_TLX_Type_S_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tlx-type-s.webp,/public/vehicles/acura/tlx-type-s.webp,Acura TLX Type S performance service in Englewood CO,Yes,No,No
Acura,MDX Type S,2022-2026,https://upload.wikimedia.org/wikipedia/commons/b/bf/2022_Acura_MDX_Spec_Front_3-4.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,mdx-type-s.webp,/public/vehicles/acura/mdx-type-s.webp,Acura MDX Type S SUV maintenance near Denver CO,Yes,No,No
Acura,ZDX,2024-2026,https://upload.wikimedia.org/wikipedia/commons/5/5d/2024_Acura_ZDX_A-Spec_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,zdx.webp,/public/vehicles/acura/zdx.webp,Acura ZDX electric SUV service in Englewood CO,Yes,No,No
Alfa Romeo,Tonale,2023-2026,https://upload.wikimedia.org/wikipedia/commons/2/2e/2023_Alfa_Romeo_Tonale_Veloce_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tonale.webp,/public/vehicles/alfa-romeo/tonale.webp,Alfa Romeo Tonale crossover maintenance in Englewood CO,Yes,No,No
GMC,Acadia,2017-2026,https://upload.wikimedia.org/wikipedia/commons/6/6a/2019_GMC_Acadia_Denali_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,acadia.webp,/public/vehicles/gmc/acadia.webp,GMC Acadia SUV factory service near Denver CO,Yes,No,No
GMC,Canyon,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/1c/2019_GMC_Canyon_Denali_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,canyon.webp,/public/vehicles/gmc/canyon.webp,GMC Canyon midsize truck maintenance in Englewood CO,Yes,No,No
GMC,Sierra HD,2020-2026,https://upload.wikimedia.org/wikipedia/commons/8/8f/2020_GMC_Sierra_2500HD_Denali_front_3.14.21.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,sierra-hd.webp,/public/vehicles/gmc/sierra-hd.webp,GMC Sierra HD truck service near Denver CO,Yes,No,No
GMC,Terrain,2018-2026,https://upload.wikimedia.org/wikipedia/commons/3/3e/2019_GMC_Terrain_SLE_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,terrain.webp,/public/vehicles/gmc/terrain.webp,GMC Terrain crossover maintenance in Englewood CO,Yes,No,No
GMC,Yukon XL,2021-2026,https://upload.wikimedia.org/wikipedia/commons/2/25/2021_GMC_Yukon_XL_Denali_front_4.11.21.jpg,Wikimedia Commons,CC BY-SA 4.0,9,yukon-xl.webp,/public/vehicles/gmc/yukon-xl.webp,GMC Yukon XL full-size SUV service in Englewood CO,Yes,No,No
Lexus,GX,2010-2026,https://upload.wikimedia.org/wikipedia/commons/0/0e/2019_Lexus_GX_460_Luxury_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,gx.webp,/public/vehicles/lexus/gx.webp,Lexus GX off-road SUV maintenance near Denver CO,Yes,No,No
Lexus,IS,2014-2026,https://upload.wikimedia.org/wikipedia/commons/9/9a/2019_Lexus_IS_350_F_Sport_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,is.webp,/public/vehicles/lexus/is.webp,Lexus IS sport sedan service in Englewood CO,Yes,No,No
Lexus,NX,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2a/2019_Lexus_NX_300_F_Sport_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,nx.webp,/public/vehicles/lexus/nx.webp,Lexus NX compact crossover maintenance near Denver CO,Yes,No,No
Lexus,TX,2024-2026,https://upload.wikimedia.org/wikipedia/commons/4/4e/2024_Lexus_TX_500h_F_Sport_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tx.webp,/public/vehicles/lexus/tx.webp,Lexus TX luxury SUV factory service in Englewood CO,Yes,No,No
Lexus,UX,2019-2026,https://upload.wikimedia.org/wikipedia/commons/5/5a/2019_Lexus_UX_250h_F_Sport_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,ux.webp,/public/vehicles/lexus/ux.webp,Lexus UX hybrid crossover service near Denver CO,Yes,No,No
Tesla,Model S,2012-2026,https://upload.wikimedia.org/wikipedia/commons/9/95/2019_Tesla_Model_S_100D_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,model-s.webp,/public/vehicles/tesla/model-s.webp,Tesla Model S electric sedan maintenance in Englewood CO,Yes,No,No
Tesla,Model X,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/4b/2019_Tesla_Model_X_100D_front_4.13.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,model-x.webp,/public/vehicles/tesla/model-x.webp,Tesla Model X electric SUV service near Denver CO,Yes,No,No
Tesla,Cybertruck,2024-2026,https://upload.wikimedia.org/wikipedia/commons/0/0c/Tesla_Cybertruck_front_view.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,cybertruck.webp,/public/vehicles/tesla/cybertruck.webp,Tesla Cybertruck electric truck service in Englewood CO,Yes,No,No
